label,text
From: John Carney (Representative from Delaware),Thoughts &amp; prayers 4 families in #Oklahoma affected by tornadoes. May they be blessed with strength &amp; courage in face of this tragedy #netde
From: Matt Salmon (Representative from Arizona),It is now up to Harry Reid and the President to accept a responsible compromise to keep the government open. http://t.co/RcT8macV76 #AZ05
From: David Price (Representative from North Carolina),My column in today's @theobserver on the opportunity presented by the interim nuclear agreement with Iran. #ncpol http://t.co/yZtaoiUBpy
From: Darrell Issa (Representative from California),.@RepDuckworth blasts witness for claiming veterans disability to gain gov't contracts http://t.co/D4NeAA8poa #IRS
From: Adam Smith (Representative from Washington),Enjoyed meeting kids @ Hidden Village Boys &amp; Girls Club &amp; discussing summer meals program with @FoodLifeline staff. http://t.co/hufMRHKodH
From: Thad Cochran (Senator from Mississippi),Honored to receive a public service citiation from our @SECNAV Ray Mabus: http://t.co/zMZSfI7d http://t.co/gppmJy86
From: Lynn Jenkins (Representative from Kansas),Big home wins today for my @KState Wildcats and @KUHoops!!
From: Rick Larsen (Representative from Washington),"Arlington Eagles win state fastpitch championship #oftheworld! Great job, Eagles. @northsnohomish @HeraldNetSports"
From: Frank Wolf (Representative from Virginia),"Submit your questions for Rep. Wolf using the hashtag #cspanwj or @cspanwj, or call in: 202-585-3881 (Republicans), 202-585-3880 (Democrats)"
From: Charles Boustany Jr. (Representative from Louisiana),#ObamaCare is more unpopular than ever. Read why: http://t.co/JkHuAkfkLv #LA03
From: Marsha Blackburn (Representative from Tennessee),Joining MSNBC this morning at 9:10 Central. Hope you'll tune in.
From: Heidi Heitkamp (Senator from North Dakota),"With bipartisan work &amp; cooperation, we passed a bill that will #FixFlood insurance rates for folks all across ND http://t.co/S6vaaQfCTS"
From: John Kline (Representative from Minnesota),Kellogg woman and her husband farm. Concerned about not qualifying for disaster assistance when their grass suffered drought. #KlineTTH
From: Jason Smith (Representative from Missouri),#ObamaCare: Working the way it's supposed to? http://t.co/x0uq3oV4Lb #TrainWreck
From: Barbara Lee (Representative from California),Congrats to #Berkeley‰Ûªs @AliceWaters on being named one of @TIME Magazine‰Ûªs 100 Most Influential People! #TIME100
From: Louise Slaughter (Representative from New York),Even conservative icons Ronald Reagan &amp; Justice Scalia have recognized the need for commonsense protections from gun violence #NowIsTheTime
From: Roger Williams (Representative from Texas),"Good Morning #tx25! Looking forward to a busy day ahead. Today, the House will continue debate of Homeland Appropriations."
From: Steve Pearce (Representative from New Mexico),Great work to all the firefighters and officials working on the four fires in the Monzano and Gallinas Mountains.
From: Michael Crapo (Senator from Idaho),Enjoyed the opportunity to visit with @uinations students yesterday. Glad they got to see a committee hearing. #idpol http://t.co/qyFzXHmliR
From: Jackie Walorski (Representative from Indiana),@infarmbureau Thank you!
From: Patty Murray (Senator from Washington),Murray: That sacrifice should not have to come in the form of unwanted sexual contact from within the ranks. #CombatMSA
From: Scott Peters (Representative from California),Reminder from @SDCaltrans - portions of southbound I-15 in north county will be closed Sat. eve - Mon am. http://t.co/4EEunBU6gF
From: Kelly Ayotte (Senator from New Hampshire),"Very sorry to hear of the passing of Sen. Howard Baker, who devoted his life to serving his country. (1/2)"
From: Donald Payne Jr. (Representative from New Jersey),Thx! Happy Thanksgiving! MT .@BarbRhondi: @RepDonaldPayne This #Thanksgiving I am #grateful4gunsense you've shown. Thx! #MomsDemandAction
From: Joyce Beatty (Representative from Ohio),@RepBeatty is fighting to pass the Paycheck Fairness Act because equal pay deserves equal work!  #HappyEqualPayDay! http://t.co/jto96gUQJp
From: Tim Griffin (Representative from Arkansas),Ask a question in my online townhall @CrowdHall and vote on your favorites! http://t.co/xGQnFWzxnW #ar2 #arkansas #tcot #CutWaste #sequester
From: Mitch McConnell (Senator from Kentucky),Senate Dems are now pledging to finally ‰ÛÒ finally ‰ÛÒ produce a #budget. I‰Ûªll be interested to see what they put forward.
From: Christopher Murphy (Senator from Connecticut),Every day there is a new drawing on my DC exec assistant's door. Going to start sharing a few. http://t.co/u708zTDkTm
From: John Duncan Jr. (Representative from Tennessee),Very wise words from my friend @RepMcClintock this am http://t.co/DGw1IIS0JA #BorderCrisis
From: Ted Poe (Representative from Texas),"Tonight President Obama left Americans with a case of deja vu, delivering a speech filled with recycled promises... http://t.co/n8swoQVmGc"
From: Jan Schakowsky (Representative from Illinois),I'm proud to see #VAWA passed the House today http://t.co/M2EFnYZjfs
From: Steve Scalise (Representative from Louisiana),H/T for ur leadership onåÊ#KeystoneXL- MT @LEETERRYNE: landowner telling me &amp;åÊ@RepFredUptonåÊhe's pleased w/building a pipeline in his land.
From: Dana Rohrabacher (Representative from California),@migrainediva @SpeakerBoehner @PresenteOrg You are passing on a lie
From: Dana Rohrabacher (Representative from California),@banuaba That is how lies get circulated. I blame terrorists for all innocent deaths that happen when they attack or when others retaliate
From: Jim Renacci (Representative from Ohio),"Thank you, @SteveScalise!"
From: Mike Grimm (Representative from New York),"On Tues, the @FinancialCmte will hear from #FHFA Dir. DeMarco on his agency's conservatorship of @FannieMae &amp; @FreddieMac.Tune in @10 am"
From: Tim Johnson (Senator from South Dakota),Chaired @SenateBanking hearing 2day on impact default would have on financial stability &amp; economic growth. Watch here:http://t.co/Ggh7wfS14k
From: Sander Levin (Representative from Michigan),A story shared by millions of Americans - http://t.co/LYHEHtOJA8. Let's stand for the 2.8mill in need &amp; #RenewUI now http://t.co/e2KryK1qjN
From: Bernard Sanders (Senator from Vermont),The US has tripled its defense spending since 1997 and spends more on defense than the rest of the world combined. #budget
From: Mark Kirk (Senator from Illinois),"In 2014 we worked to stop nuclear #Iran, confront #ISIS &amp; support #Israel. #YearInReview2014: http://t.co/okAeKkhQ9z https://t.co/mALyyyzHtm"
From: Tim Griffin (Representative from Arkansas),"American history is marked by great moments, &amp; the dream of Dr. Martin Luther King Jr. is on full display today... http://t.co/AhUUNwud #ar2"
From: Keith Rothfus (Representative from Pennsylvania),Thanks for standing w/ me to preserve #MedicareAdvantage choice for seniors. We're 108 strong! #FF @RepJimMatheson @BuckMcKeon @RepMcKinley
From: John Boehner (Representative from Ohio),"PHOTO: @GreggHarper, @RepFredUpton, @RepMarthaRoby, @SusanWBrooks after recording the weekly #GOP address http://t.co/Ls6ax7Aknk"
From: Rosa DeLauro (Representative from Connecticut),Thrilled to introduce #FamilyAct with @SenGillibrand. Good for both families &amp; businesses. http://t.co/48moCcxZzO
From: Ron DeSantis (Representative from Florida),Thank you so much for your kind words of support! MT @TrishLaird @RepDeSantis Congratulations on the passage of your first bill!
From: James Lankford (Representative from Oklahoma),Stopped by #SCOTUS earlier to show my support for Hobby Lobby #ReligiousLiberty http://t.co/p4SAnjRDAE
From: Alan Grayson (Representative from Florida),The Original Chickenhawk. http://t.co/gqThSecLxB
From: Jeanne Shaheen (Senator from New Hampshire),Frank will be speaking in Washington today at the Smithsonian. Wishing him luck!
From: Christopher Murphy (Senator from Connecticut),@BillClinton in #NewHaven. Note the only non coffee drinker in this group. http://t.co/MX9kkLku7t
From: Tim Scott (Senator from South Carolina),"Thoughts&amp;prayers w/the family of Sen Lautenberg today, the last WWII veteran in the Senate. Thank you for your service to our nation Senator"
From: Doug Lamborn (Representative from Colorado),An update on fight to protect religious freedom in military on Tony Perkins radio show today at 5:35 ET http://t.co/iW6uo1svXG
From: Sean Maloney (Representative from New York),"Working with @AGSchneiderman to ensure schools are safe haven for students to learn and grow, not a place of hatred and persecution"
From: Mitch McConnell (Senator from Kentucky),"MM: ""I will not stand idly by while this admnistration &amp; this EPA try to wipe out the lifeblood of my home State."" http://t.co/PTQMtEmVoe"
From: Jason Smith (Representative from Missouri),Giving a Congressional Update and answered residents' questions at Chateau Girardeau this morning in Cape. http://t.co/ZcVRz7wh7R
From: Dave Loebsack (Representative from Iowa),"Hey @MumfordAndSons, @CityofOttumwa Can‰Ûªt Wait for You! Great to see the community come together for this video. http://t.co/Aumcw8lWgn"
From: Michael Crapo (Senator from Idaho),The U.S. is on an unsustainable fiscal path. Listening to a report from CBO at the first @SenateBudget Committee meeting of this Congress.
From: Mario Diaz-Balart (Representative from Florida),It was a pleasure to join the @AIPAC Miami club for their gala this evening http://t.co/cAXw9ACeQw
From: Pat Meehan (Representative from Pennsylvania),57% of Americans don't trust #Obamacare with their personal data #SenateMustAct
From: Cory Booker (Senator from New Jersey),RT @HeraldNews See photos from the ‰Û÷Run With Cory‰Ûª event held July 5 in #CapeMay @CoryBooker http://t.co/nzPlRfAN5A ‰Û_ http://t.co/0eUobswh2l
From: Jim Cooper (Representative from Tennessee),"RT @robrobinson: Way to go, Nashville! :) Via @USATODAY: Best urban green spaces in North America http://t.co/tbvxiJWnb2"
From: Bill Johnson (Representative from Ohio),"Good morning, everyone! Busy week ahead as the House will be back in session. Stay up to date with my eNewsletter: http://t.co/pq34XyjWOY"
From: Trey Radel (Representative from Florida),@Morrow_Brett Ha! Ur the man! U text one night bout #hiphop hug on floor right?
From: Richard Hudson (Representative from North Carolina),Renee &amp; I enjoyed hosting #NC08 Women‰Ûªs Symposium Friday. Check out this article highlighting the event @IndyTribune: http://t.co/cNGLnZ1VTc
From: Eric Cantor (Representative from Virginia),You shouldn't have to choose between work and family. It's #YourTime. #MakingLifeWork http://t.co/VdQTw9JloB
From: Mitch McConnell (Senator from Kentucky),McConnell Testifies in Defense of the First Amendment‰Ûªs Free Speech Protections http://t.co/bSZ3M8xZct
From: Tim Griffin (Representative from Arkansas),.@ArFishinhole With Ms. Sutterfield's AP Government class! #ar2 @ConwaySchools http://t.co/28z6aclfZs
From: Brian Higgins (Representative from New York),RT @WKBW Ohio Street Project Moves Forward http://t.co/T3vcwG8jZg
From: Steve Pearce (Representative from New Mexico),Speaking this morning to the New Mexico Association of Counties http://t.co/KrGebZe8RI
From: Lynn Jenkins (Representative from Kansas),ICYMI: My #CongresstoKS town hall a few weeks ago in #Sabetha http://t.co/r64eL0I6
From: Erik Paulsen (Representative from Minnesota),"Discussed a # of issues at the Veterans Roundtable I hosted this morning including ed, jobs for vets, and the VA. http://t.co/KhTMIQPYTV"
From: Kevin Cramer (Representative from North Dakota),Coffee at Barnes and Noble in Bismarck http://t.co/AzUeQy2p3J
From: Dan Kildee (Representative from Michigan),"Instead of lurching from one manufactured crisis to the next, it's time for Congress to focus on creating jobs! http://t.co/4C03y16gY3"
From: Jim Himes (Representative from Connecticut),Joined @senblumenthal at powerful gun violence prevention vigil in Stamford. Thank you Interfaith Council. http://t.co/kpj7BeQmZL
From: Mitch McConnell (Senator from Kentucky),.@KYSTATEFOP McConnell Pushes Bill to Create ‰ÛÏBlue Alert‰Û to Help Catch Suspects Who Attack Law Enforcement Officers http://t.co/Z1knWQoglt
From: Robert Menendez (Senator from New Jersey),"News: Glad @Interior is releasing $475mil for #SandyRecovery: http://t.co/SKoQYOX4xH. As we near summer tourist season, we cont'd to rebuild"
From: Robert Hurt (Representative from Virginia),"Our staff will hold Local Office Hrs in Lunenburg on Fri, Dec 13 to meet w/constituents who need help w/fed agencies: http://t.co/9RWdYvxb0f"
From: Gary Peters (Representative from Michigan),"Proof that strong #auto = strong middle class 47,000 @Ford workers will receive avg of $8.8K each in shared profit after $8B profit in 2013"
From: Pat Meehan (Representative from Pennsylvania),New @USDOL #CareerOneStop website will connect #Vets to employers http://t.co/btil03TYqW
From: Louie Gohmert (Representative from Texas),Illegal immigrants already being released to neighborhood near you http://t.co/mZ3R7MEYZ9 via @Watchdogorg
From: Bill Flores (Representative from Texas),We have a lot of wishes on our list and a very important one is Keystone XL. #TimeToBuild http://t.co/5dR9dj7F9H
From: Tim Johnson (Senator from South Dakota),I met with National Field Archery Association President Bruce Cull and enjoyed touring the facility today in Yankton. http://t.co/RkFcKtpPw1
From: Robert Pittenger (Representative from North Carolina),Next wk @BarackObama give 6th #SOTU. I want to know what you think. Tweet me your ?s using #NC09SOTU http://t.co/5a4KFgusRJ
From: Kenny Marchant (Representative from Texas),Read more about my Verified and Legitimate ID (VALID) Act here: http://t.co/QNg5hRMUTN (2/2)
From: Joseph Kennedy III (Representative from Massachusetts),Truly honored to talk with @AmericanLegion vets abt how we can ensure our #vets get support + benefits they deserve. http://t.co/Fk2eEg4gnz
From: Jerry Moran (Senator from Kansas),En route to the @WhiteHouse to meet w/ the President &amp; @Senate_GOPs. I'm hopeful discussions like these will bring this stalemate to an end.
From: Pat Meehan (Representative from Pennsylvania),"#Obamacare vexing small businesses, courtesy of @PittsburghPG http://t.co/QYZRShdZqg #TrainWreck"
From: Gwen Moore (Representative from Wisconsin),"Today in 1870, Hiram Revels became the first African American to serve in the U.S. Senate #BHM"
From: John Hoeven (Senator from North Dakota),"Approving #KeystoneXL ""won't cost taxpayers a dime."" Read excellent @WSJ editorial on importance of pipeline http://t.co/f2Daagz2wK"
From: Joe Garcia (Representative from Florida),ICYMI @RepJeffDenham announces he‰Ûªll be first R to sign onto HR15! Watch the interview http://t.co/ehCXaTXiLd #ActOnReform #CIR #TimeIsNow
From: Mike Rogers (Representative from Michigan),As a cancer survivor I believe we must ensure patient access to quality cancer treatment by reimbursing providers equally in all settings.
From: Jeffrey Duncan (Representative from South Carolina),"Here's to hoping Clemson Tigers can show as much ""Get after it"" today vs NCState! Go Tigers! #Clemson #tigerfootball #bloodrunnethOrange"
From: John Thune (Senator from South Dakota),Today marks 50th anniversary of MLK‰Ûªs ‰ÛÏI have a Dream.‰Û MLK visited Sioux Falls in '61. His interview w/ @keloland: http://t.co/jSKmhsT4MI
From: Nancy Pelosi (Representative from California),Chairman @DarrellIssa‰Ûªs decision to silence a fellow Member of Congress was outrageous &amp; disrespectful...not how the House should be run.
From: Tom Latham (Representative from Iowa),RT @RepHartzler: Beautiful U.S. Capitol Christmas tree this year!  May this Season bring good tidings to all. http://t.co/iTn1Sa7yox
From: Steven Palazzo (Representative from Mississippi),I‰Ûªve fought devastating defense cuts for 2 years b/c they threaten to put tens of thousands of soldiers out of work:http://t.co/IVO1qW1sdZ
From: Cheri Bustos (Representative from Illinois),Great news for manufacturing &amp; job creation in the Quad-Cities! http://t.co/OIkkHkHkl8 #MakeItInAmerica
From: Markwayne Mullin (Representative from Oklahoma),Had great conversation with administrators at the John Paul Scroggins Conference Center in Valliant. http://t.co/neQnM2VisF
From: Tim Scott (Senator from South Carolina),"2. The #CHOICEAct puts education back in the hands of parents, and away from DC bureaucrats. #SchoolChoice #OpportunityAgenda"
From: Mike Lee (Senator from Utah),It's always worth it when you stand behind the American people: http://t.co/BmPB3gQeTA #CRomnibus
From: Peter Roskam (Representative from Illinois),VIDEO ASK PETER: Folks back home are having serious problems w #ACA website. Learn how to protect yourself here: http://t.co/pkurRWxXAz
From: Tom Rooney (Representative from Florida),"As cosponsor of #HR36, glad House is forming select committee to investigate #Benghazi, Admin's response &amp; seek justice for victims #pjnet"
From: David Cicilline (Representative from Rhode Island),Today at 2pm @davidcicilline will discuss human rights in Nigeria during @HFACDemocrats hearing http://t.co/zaxhAJVwi1
From: Justin Amash (Representative from Michigan),Good intentions don't justify violating rights secured by the Constitution. That's WHY we have a Constitution.
From: Marsha Blackburn (Representative from Tennessee),Thanks to @RepMikeRogers for cosponsoring HR 2809. #DelayDefund
From: Bill Cassidy (Representative from Louisiana),Revenue sharing is critical and my House-passed bill is waiting for action: http://t.co/lmcD1vnzkl #LASEN
From: Frank Lautenberg (Senator from New Jersey),#PresidentObama is right. Superstom #Sandy &amp; extreme weather events are not a freak coincidence &amp; we must do more to combat #ClimateChange
From: David Valadao (Representative from California),Attending the State of the Union with @RepSwalwell. http://t.co/lDbQwdrb
From: Charles Grassley (Senator from Iowa),When will Wash start work to control spending? Deal failed 2 do so&amp; President made clear he wants more tax increases. Yet prob is spending
From: Steve Stivers (Representative from Ohio),Had a great telephone townhall with constituents of #OH15 last night. Thank you to all those who participated! http://t.co/0ceqSOmiNv
From: John Boehner (Representative from Ohio),This is significant: http://t.co/4n2pk40BvC
From: Mike Johanns (Senator from Nebraska),"Johanns, Fischer Introduce Legislation to Create Commemorative Boys Town Coins: http://t.co/zfg2RZo8xu"
From: Jackie Speier (Representative from California),Stop Harming Our Kids #SHOK resolution urges states to end harmful and discredited sexual orientation change efforts http://t.co/W7ykl79BJS
From: Tammy Duckworth (Representative from Illinois),"Yesterday, @ElaineNekritz and I held a roundtable on #SNAP and #hunger. Great to hear from our community about their needs. #AWP2013..."
From: Kevin Brady (Representative from Texas),for the sole purpose of fatiguing them into compliance with his measures. #IndependenceDay
From: John Cornyn (Senator from Texas),RT @MeganMitchell: .@johncornyn to @PressSec Not only is this legislation necessary it‰Ûªs the moral obligation of this nation
From: Roy Blunt (Senator from Missouri),Talking with agricultural leaders at @AmericanRoyal in #KC abt the need to repeal the death tax &amp; protect food safety.
From: Lucille Roybal-Allard (Representative from California),"Spkr Boehner should join Dems to put #middleclassfirst, not waste tax dollars on #GOPLawsuit. http://t.co/hIiyrJRPSQ http://t.co/I8ecfWZJ8v"
From: Mark Kirk (Senator from Illinois),My prayers are w/ families of 4 innocent Israelis - incl. 3 American citizens - murdered by terrorists today in Jerusalem. #StandWithIsrael
From: Jeanne Shaheen (Senator from New Hampshire),On Senate floor: these #sugar reforms save taxpayers money - CBO estimates that reforms would save $82 million over the next 10 years
From: Bill Pascrell Jr. (Representative from New Jersey),"ICYMI: Be sure to check out the op-ed piece in today's Star Ledger that I co-authored with David J. Brown,... http://t.co/sEpECAJjqJ"
From: Joaquin Castro (Representative from Texas),Looking fwd to our conversation this morning on @ThisWeekABC. #SanAntonio tune in to @ksatnews at 9 am CST http://t.co/7ouxnhFyp3
From: Ken Calvert (Representative from California),RT @PRyan: We have an opportunity to pay down the debt and boost the economy. Let's start talking. http://t.co/OtG8f0mzOZ
From: Tom Reed (Representative from New York),The House will vote on the Senate‰Ûªs version of the Violence Against Women Act. I support that version and am looking forward to its passage.
From: Jeffrey Duncan (Representative from South Carolina),"Getting my ""Bubba Watson"" on this AM @WaffleHouse w/Cheese n Eggs, bacon, coffee &amp; hashbrowns! http://t.co/fTsQkHNyJE"
From: Mario Diaz-Balart (Representative from Florida),"During the #BAmericaFPI trip, we visited the 9/11 memorial to remember all those who were lost on that tragic day. http://t.co/jOfozSR4RX"
From: Kenny Marchant (Representative from Texas),I'll get to confront the Treasury Secretary on #POTUS's unrealistic 2015 budget in a hearing tomorrow. Americans deserve better.
From: Kyrsten Sinema (Representative from Arizona),Sent another letter to the administration 2 protect Medicare Advantage plans &amp; keep them affordable for #AZ09 seniors http://t.co/zi3iqjc8NB
From: Tim Ryan (Representative from Ohio),Congratulations to @youngstownstate baseball for winning Horizon League and a bid to the NCAA tournament http://t.co/MqSDSviLBy
From: Cory Booker (Senator from New Jersey),@NewsConnoisseur Sorry that u think I'm losing my credibility or effectiveness. Thanks for your sense of urgency on this issue. All the best
From: Matt Cartwright (Representative from Pennsylvania),"@BarackObama ""These cuts are not smart, they are not fair ...people will lose their jobs."" #StopTheSequester"
From: Martha Roby (Representative from Alabama),#DontDoubleMyRate RT @aldotcom: Martha Roby to Senate: Rise above the politics and address student loan rates. http://t.co/cfESE3RMy8
From: Kenny Marchant (Representative from Texas),Happy Birthday to @WaysandMeansGOP Chairman @RepDaveCamp! And don't forget to follow @simplertaxes for the latest on #taxreform
From: Rodney Frelinghuysen (Representative from New Jersey),"President's healthcare program: 100,000 enrollees through http://t.co/q8Euo1bedf, millions of policies cancelled. Is this progress?"
From: Jeffrey Duncan (Representative from South Carolina),Pres Obama just announced he's cancelling his trip to Asia so he can continue lecturing Republicans and refusing to negotiate. #notleading
From: Rick Nolan (Representative from Minnesota),"This wk's #MondayReport: What a budget deal means for Congress, a #FarmBill update, stopping bullying w Peter Yarrow: http://t.co/mmyjH8xfFi"
From: Frank Pallone (Representative from New Jersey),Federal cuts to housing programs are putting New Jerseyans out on the streets. Congress must reverse the sequester. http://t.co/UaZHhUOOgN
From: Tom Udall (Senator from New Mexico),Work in progress @27SOW_CANNONAFB in #Clovis. Proud to secure funding through @SenateApprops for new housing on base http://t.co/aUw3g3529g
From: David Vitter (Senator from Louisiana),New season of @DuckDynastyAE starts tonight. Preview w/ @williebosshog &amp; @Siduckdynasty http://t.co/rxWFeul8l7 #duckdynasty
From: Mark Pocan (Representative from Wisconsin),#ICYMI: @HuffingtonPost on how the loss of UI benefits is devastating families across the country. #RenewUI #p2 http://t.co/NxKnixZiRP
From: Alan Lowenthal (Representative from California),Thanks to everyone who came out to my Coffee and Conversation at El Dorado Park in @LongBeachCity over the weekend. http://t.co/FJn9WwyiQC
From: Ileana Ros-Lehtinen (Representative from Florida),Glad @CharlieCrist has options since Nov will be tough. He can serve the people at @AmericanAir Admiral's Club too. http://t.co/oyjAbzJsL5
From: Jim Matheson (Representative from Utah),Proud to receive @HDMAconnect's Bull Dog Award for my commitment to keeping our RX supply chain safe from counterfeit http://t.co/u9FSH4dlOt
From: Gus Bilirakis (Representative from Florida),Want to know what to expect at my 7th Annual #Veterans Resource Fair on Saturday? Tune into @970wfla #AMTampaBay at 8:50AM tomorrow.
From: Tim Griffin (Representative from Arkansas),"Vilonia Fire Dept will receive funds to purchase new equipment for firefighters, helping protect those who protect us http://t.co/h8d15SPr66"
From: Mike Quigley (Representative from Illinois),@jstj88 @FWD_us definitely! Top priority for this office &amp; proud to join w/ Illinois members to bring CIR advocates to #SOTU tonight
From: Peter Visclosky (Representative from Indiana),Pete‰Ûªs #Jobs and #Opportunity Fair is set for 10/21 in Mich. City on 10/21. Visit http://t.co/I4DyiwxfuW for more. http://t.co/Y8DOHZmaB6
From: Kay Hagan (Senator from North Carolina),October is Domestic Violence Awareness Month &amp; a time 2 recognize the epidemic of domestic violence &amp; renew our promise 2 protect all women.
From: Jason Chaffetz (Representative from Utah),Going on the Floor to argue for HR 253 my Y Mountain Access Enhancement Act
From: Marc Veasey (Representative from Texas),"Immediately after #VAWA vote, I'll b speaking on House floor about need 2 prevent sequester cuts. Tune into @cspan http://t.co/SWns5lCycg"
From: Paul Tonko (Representative from New York),RT @HouseDemocrats How would #immigration reform affect you? Watch: http://t.co/CiNfTBI81q  (VIDEO) &amp; RT if you support #CIR.
From: Jeff Flake (Senator from Arizona),"I hate to miss any vote, let alone important votes like we had today. But I was where I needed to be. http://t.co/CWThBPElwb"
From: Lynn Westmoreland (Representative from Georgia),RT @RepublicanStudy: Day 2 of the Twitter Town Hall is LIVE.  Weigh in on the #IRS and #Obamacare by using the hashtag #AskRSC today from 1‰Û_
From: Brett Guthrie (Representative from Kentucky),"Thanks, @repdavidscott, for supporting HR 4351, the Alzheimer‰Ûªs Accountability Act. Together we're making it a top priority! #ENDALZ"
From: Kay Granger (Representative from Texas),"As a small business owner for 20+ years, I know how important local businesses are to our community. Support one this week! #SBW2013"
From: Tammy Baldwin (Senator from Wisconsin),RT if you agree that hardworking students shouldn't  be penalized for working hard to afford college! http://t.co/pbMKjCHN91
From: Steve Stockman (Representative from Texas),Release of Taliban Detainees Alarms Afghan Villagers http://t.co/5Hs8aZNlvR #Bergdahl #PJnet
From: John Conyers Jr. (Representative from Michigan),"Today, I'll be voting for the @RepMikeQuigley &amp; @JaredPolis amendment that cuts a billion dollar bomb we don't need http://t.co/gcqSGMD2p4"
From: Richard Blumenthal (Senator from Connecticut),Tune in at 11am: Senator Blumenthal will be on @newsnation with @tamronhall to talk about the VA.
From: Sheila Jackson-Lee (Representative from Texas),Indexing the minimum wage to inflation would help lower-income workers keep up in the future. #OpportunityForAll
From: Dana Rohrabacher (Representative from California),"@pandorumizator Obama &amp; his policies not only threat 2 well being of Am people, but is worst. Many other challenges, like crony capitalism."
From: Robert Hurt (Representative from Virginia),"Our staff will hold office hrs in Cumberland, Nelson &amp; Bedford tmrw to meet w/those who need help w/federal agencies http://t.co/qiyYfj1JQD"
From: Ken Calvert (Representative from California),President Obama‰Ûªs Rhetoric vs. Reality on VA Accountability http://t.co/IdefekhHKg
From: Steve Stockman (Representative from Texas),#Gruber visited the White House 21 times.  That's 17 more times than Obama met with his Jobs Council.
From: Joaquin Castro (Representative from Texas),"Kroger, Macy's Face Boycott Call After Opposing Texas Equal Pay Bill http://t.co/hieYbHqnXw via @HuffPostPol"
From: Lamar Smith (Representative from Texas),ICYMI: Smith to Seek Subpoena for Information on White House Role in Security of http://t.co/8lYcaieTZY http://t.co/pgWrJP73bF
From: Joe Courtney (Representative from Connecticut),"13 days until #sequestration kicks in, and @SpeakerBoehner is sending the House home. The House should be in session until this is fixed."
From: Richard Hanna (Representative from New York),Welcome home to #CNY‰Ûªs Olympian @erinhamlin. This community is so proud of you for winning the bronze. #TeamUSA #NY22 http://t.co/pubG5mVaoH
From: John Dingell (Representative from Michigan),A new study out today confirms what we all know is true: @UMich fans are the greatest. #GoBlue http://t.co/xKboD7lQN7
From: Lindsey Graham (Senator from South Carolina),Spoke with Fox News last night about my interview with a State Department #Benghazi surivor. WATCH: http://t.co/xhjiGMY1Cq
From: Suzanne Bonamici (Representative from Oregon),Sequestration = $15.5 million cut from medical research in #OR. #STOPtheSequester http://t.co/07Gb44wUoq
From: Roy Blunt (Senator from Missouri),"For those covering Pres Obama‰Ûªs MO speech today, here are my floor remarks on his latest #jobs #pivot http://t.co/VvNhe1LhEW"
From: Vern Buchanan (Representative from Florida),The #IRS's gross abuse of power would have our founding fathers rolling in their graves http://t.co/yZJCAXjpsg
From: Kelly Ayotte (Senator from New Hampshire),At American Legion Post 41 in Whitefield for dedication of M-60 battle tank‰ÛÒ part of US military history that has served our veterans well.
From: Marcia Fudge (Representative from Ohio),More than 50 million seniors and people with disabilities are covered under #Medicare.   Medicare works ‰ÛÒ happy 49th anniversary.
From: Rick Larsen (Representative from Washington),"It‰Ûªs time to kick surveillance reform into overdrive. #NSA programs needs 3 things: accountability, transparency, and tighter limitations."
From: K. Conaway (Representative from Texas),The House passed HR 4031. We are holding the #VeteransAdministration responsible http://t.co/BGphF6dH8F
From: Rick Larsen (Representative from Washington),"Met w/@usgao re: #Arctic policy. US has enviro, economic &amp; natl sec interests in region &amp; must prioritize them better http://t.co/JZNt4kXike"
From: Jim Himes (Representative from Connecticut),RT @MonteFrank1: Our hearts ache.  Our thoughts and prayers from Sandy Hook to DC.  Tomorrow we get back to work to end this madness. Headi‰Û_
From: Steve Pearce (Representative from New Mexico),Pretty much says it all... http://t.co/uyzvuTF9Yy
From: Jim Langevin (Representative from Rhode Island),Preserving and beautifying open space is so important. Thanks to all who made today's ribbon cutting possible at Charlestown's Pawaget Park!
From: Justin Amash (Representative from Michigan),RT @jameshohmann: NRSC chairman Jerry Moran is a NO vote on any Syria resolution.
From: Darrell Issa (Representative from California),#IRS bothers him RT @gretawire: Bill the cat...nothing bothers him http://t.co/fpq6ObQ33c
From: Henry Cuellar (Representative from Texas),Good news for the economy as consumer confidence hits highest level in almost seven years @USAToday  http://t.co/WV8nAHjq21
From: Joaquin Castro (Representative from Texas),.@davidgregory I hope so. It's obviously critical to our nation right now. There are two pieces -- policy and funding. #TweetThePress
From: Martha Roby (Representative from Alabama),"Had great meeting with Gen. Lynn Collyer, commanding general of US Army Aviation and Missile Command (AMCOM) today. http://t.co/s3VxlPyWOP"
From: Ileana Ros-Lehtinen (Representative from Florida),"Congrats to new @MiamiHerald publisher Alex Villoch, the first woman to hold the job! I know she may be first but won't be the only one!"
From: Pete Gallego (Representative from Texas),Radio intrvw w WOAI: it is unconscionable that we would take pay from millions of Americans. http://t.co/ZnVSnkrrn3
From: Roger Wicker (Senator from Mississippi),"RT @ReutersPolitics: Lawmakers, LGBT groups urge U.S. trade action on Brunei criminal laws http://t.co/NYmBJY5uvi"
From: Frederica Wilson (Representative from Florida),Passing a serious employment agenda like the American Jobs Act would create up to 2 million jobs http://t.co/GE2jijDDrN
From: Billy Long (Representative from Missouri),RT @Reuters: Pentagon recalling many civilian defense employees idled by shutdown http://t.co/4ScvCKmc05
